id,ligand,sign,score_original,level_original,snapshot_original,figure_target_mapped,score_updated,level_updated,snapshot_updated,performance_original,performance_updated,performance_delta,level_delta,comparison_status
IL1B@Condition:A549&Duration:6h@GSE120269.RNASeq.SRP162275_GRCh38,IL1B,1,3.307593707619719,3,original,TRUE,1.777582511419732,3,updated,3.307593707619719,1.777582511419732,-1.5300111961999872,0,shared
TNFA&Dose:40 ng/ml@Condition:MDA-MB-231_with Apigenin@GSE120550.MicroArray.GPL17692,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:40 ng/ml@Condition:MDA-MB-231_without Apigenin@GSE120550.MicroArray.GPL17692,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG@Condition:monocytes@GSE120944.RNASeq.SRP164578_GRCh38,IFNG,1,-0.2568476799050259,2,original,TRUE,1.167818572079395,3,updated,-0.2568476799050259,1.167818572079395,1.4246662519844209,1,shared
BMP6&Dose:18nM@Condition:Huh7.5&Duration:24h@GSE121073.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL1B&Dose:3 ng/ml_Duration:6h@Condition:Fibroblast@GSE121241.RNASeq.SRP165732_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
HGF&Dose:200ng/ml@Condition:Human umbilical vein endothelial cells@GSE121297.MicroArray.HG-U219,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Dose:100ng/ml@Condition:HeLa Kyoto cells&Duration:4h@GSE121485.RNASeq.SRP166109_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Dose:12.5ng/ml@Condition:HeLa Kyoto cells&Duration:4h@GSE121485.RNASeq.SRP166109_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
EGF&Dose:6.25ng/ml@Condition:HeLa Kyoto cells&Duration:4h@GSE121485.RNASeq.SRP166109_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IGF1&Dose:100ng/ml@Condition:HeLa Kyoto cells&Duration:4h@GSE121485.RNASeq.SRP166109_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IGF1&Dose:12.5ng/ml@Condition:HeLa Kyoto cells&Duration:4h@GSE121485.RNASeq.SRP166109_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IGF1&Dose:6.25ng/ml@Condition:HeLa Kyoto cells&Duration:4h@GSE121485.RNASeq.SRP166109_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA@Condition:HepG2@GSE12161.MicroArray.HG-U133_Plus_2,TNF,1,-1.3061796610914131,1,original,TRUE,-1.294522261318099,1,updated,-1.3061796610914131,-1.294522261318099,0.011657399773314037,0,shared
EGF@Condition:Basal breast cancer cells@GSE121663.RNASeq.SRP166454_GRCh38,EGF,1,1.97279059241521,2,original,TRUE,1.9904728460155545,2,updated,1.97279059241521,1.9904728460155545,0.017682253600344477,0,shared
EGF@Condition:Mesenchymal stromal cells@GSE121697.RNASeq.SRP166560_GRCh38,EGF,1,1.4760355441846815,2,original,TRUE,1.0338625091995044,2,updated,1.4760355441846815,1.0338625091995044,-0.4421730349851771,0,shared
TNFA@Condition:human umblical vein endothelial cells@GSE121958.RNASeq.SRP167203_GRCh38,TNF,1,-0.15922215795603492,1,original,TRUE,-0.1661895788570861,1,updated,-0.15922215795603492,-0.1661895788570861,-0.00696742090105118,0,shared
IL2&Dose:high@Condition:NK@GSE12198.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL2&Dose:low@Condition:NK@GSE12198.MicroArray.HG-U133_Plus_2,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:12d@Condition:MCF10A@GSE122093.RNASeq.SRP167686_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:12h@Condition:MCF10A@GSE122093.RNASeq.SRP167686_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:21d@Condition:MCF10A@GSE122093.RNASeq.SRP167686_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:2d@Condition:MCF10A@GSE122093.RNASeq.SRP167686_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:3d@Condition:MCF10A@GSE122093.RNASeq.SRP167686_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:5d@Condition:MCF10A@GSE122093.RNASeq.SRP167686_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:8d@Condition:MCF10A@GSE122093.RNASeq.SRP167686_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
FGF2@Condition:Dermal fibroblasts&Duration:72h@GSE122368.RNASeq.SRP168353_GRCh38,FGF2,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TNFA@Condition:HepG2&Duration:72h@GSE122660.MicroArray.GPL13158,TNF,1,-1.2386125878082097,1,original,TRUE,-1.2589273035394837,1,updated,-1.2386125878082097,-1.2589273035394837,-0.02031471573127397,0,shared
TNFA@Condition:HuH7&Duration:72h@GSE122660.MicroArray.GPL13158,TNF,1,-0.23543495905099954,1,original,TRUE,-0.24692143356575583,1,updated,-0.23543495905099954,-0.24692143356575583,-0.01148647451475629,0,shared
TNFA@Condition:PHH&Duration:72h@GSE122660.MicroArray.GPL13158,TNF,1,0.48432809448172215,1,original,TRUE,0.46580945070628416,1,updated,0.48432809448172215,0.46580945070628416,-0.018518643775437993,0,shared
IFNB&Duration:8h@Condition:Primary foreskin fibroblasts@GSE122791.RNASeq.SRP170013_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB&Duration:8h@Condition:iPSC 553 clone 1@GSE122791.RNASeq.SRP170013_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNG@Condition:HCT116 colorectal cancer cell&Duration:4h@GSE122985.MicroArray.GPL10558,IFNG,1,-0.4154625146245676,2,original,TRUE,-2.0614244044384424,3,updated,-0.4154625146245676,-2.0614244044384424,-1.6459618898138748,1,shared
TGFB1&Duration:30d@Condition:HCC827 cell line@GSE123031.MicroArray.GPL10558,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GMCSF@Condition:Monocyte@GSE123270.MicroArray.GPL10558,CSF2,1,3.8441907209812856,3,original,TRUE,2.909677253426368,3,updated,3.8441907209812856,2.909677253426368,-0.9345134675549174,0,shared
MCSF@Condition:Monocyte@GSE123270.MicroArray.GPL10558,CSF1,1,-0.15629701901945167,2,original,TRUE,3.262853653401504,3,updated,-0.15629701901945167,3.262853653401504,3.4191506724209555,1,shared
GMCSF@Condition:Monocyte@GSE123573.RNASeq.SRP173248_GRCh38,CSF2,1,1.9619594368118578,3,original,TRUE,2.0839583732801743,3,updated,1.9619594368118578,2.0839583732801743,0.1219989364683165,0,shared
MCSF@Condition:Monocyte@GSE123573.RNASeq.SRP173248_GRCh38,CSF1,1,-0.9192204428844118,2,original,TRUE,-2.3347363896884183,3,updated,-0.9192204428844118,-2.3347363896884183,-1.4155159468040064,1,shared
IL4@Condition:Macrophage@GSE123603.RNASeq.SRP173264_GRCh38,IL4,1,6.722072111071934,2,original,TRUE,1.2548365837158377,2,updated,6.722072111071934,1.2548365837158377,-5.467235527356096,0,shared
IL6@Condition:Macrophage@GSE123603.RNASeq.SRP173264_GRCh38,IL6,1,-0.7826361745666207,2,original,TRUE,3.7994561258406225,3,updated,-0.7826361745666207,3.7994561258406225,4.582092300407243,1,shared
IFNA&Dose:2000 IU_Duration:24h@Condition:pancreatic islets@GSE124810.RNASeq.SRP177950_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1@Condition:MCF10A@GSE124843.RNASeq.SRP178052_GRCh38,TGFB1,1,0.5142592641482765,1,original,TRUE,3.8621781331350875,1,updated,0.5142592641482765,3.8621781331350875,3.347918868986811,0,shared
TGFB1&Duration:12h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:24h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:2h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:4h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:8h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6480,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:12h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6848,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:24h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6848,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:2h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6848,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:4h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6848,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:8h@Condition:dermal fibroblasts@GSE12493.MicroArray.GPL6848,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:168h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:18h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:1h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:24h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:2h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:4500h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:500h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:6h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:72h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:285u/ml_Duration:8h@Condition:H358 lung cells@GSE125365.RNASeq.SRP180324_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB3&Dose:10ng/ml@Condition:A549 lung@GSE125369.RNASeq.SRP180359_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP2&Duration:10d@Condition:NT2 cells@GSE125370.RNASeq.SRP180340_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP2&Duration:21d@Condition:NT2 cells@GSE125370.RNASeq.SRP180340_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP2&Duration:5d@Condition:NT2 cells@GSE125370.RNASeq.SRP180340_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL1B@Condition:HPAECs_BET762&Duration:48h@GSE125508.MicroArray.Clariom_S_Human,IL1B,1,2.198722846160564,3,original,TRUE,1.5540842163658026,3,updated,2.198722846160564,1.5540842163658026,-0.6446386297947613,0,shared
IL1B@Condition:HPAECs_control&Duration:48h@GSE125508.MicroArray.Clariom_S_Human,IL1B,1,2.0539663103912793,3,original,TRUE,1.7938382199847231,3,updated,2.0539663103912793,1.7938382199847231,-0.26012809040655616,0,shared
TGFB1@Condition:primary human skin fibroblasts_with LPA@GSE125519.MicroArray.GPL17077,TGFB1,1,0.981820692307574,1,original,TRUE,3.4251512928368513,1,updated,0.981820692307574,3.4251512928368513,2.4433306005292774,0,shared
TGFB1@Condition:primary human skin fibroblasts_without LPA@GSE125519.MicroArray.GPL17077,TGFB1,1,0.6542414667345282,1,original,TRUE,3.2871497396397067,1,updated,0.6542414667345282,3.2871497396397067,2.6329082729051785,0,shared
TGFB1@Condition:Cholangiocyte cell line@GSE125577.RNASeq.SRP181858_GRCh38,TGFB1,1,0.636177651791813,1,original,TRUE,2.3160149802751264,1,updated,0.636177651791813,2.3160149802751264,1.6798373284833135,0,shared
TNFA&Duration:24h@Condition:Aortic Endothelial Cells@GSE126198.RNASeq.SRP184297_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Duration:4h@Condition:Aortic Endothelial Cells@GSE126198.RNASeq.SRP184297_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL6&Dose:50 ng/ml@Condition:THP-1 macrophage&Duration:2h@GSE126525.MicroArray.GPL26190,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:10 ng/ml@Condition:THP-1 macrophage&Duration:2h@GSE126525.MicroArray.GPL26190,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB@Condition:A549&Duration:24h@GSE12664.MicroArray.GPL6480,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNB@Condition:A549&Duration:6h@GSE12664.MicroArray.GPL6480,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TGFB1@Condition:HepG2&Duration:8d@GSE127763.MicroArray.GPL13369,TGFB1,1,-1.273901198954483,1,original,TRUE,-0.8684695532893885,1,updated,-1.273901198954483,-0.8684695532893885,0.4054316456650946,0,shared
TGFB1@Condition:Huh7&Duration:8d@GSE127763.MicroArray.GPL13369,TGFB1,1,0.2872606713450794,1,original,TRUE,2.4135472361011896,1,updated,0.2872606713450794,2.4135472361011896,2.12628656475611,0,shared
CCL2&Dose:5ng/mL_Duration:16h@Condition:clear cell renal cell carcinoma@GSE127996.MicroArray.Clariom_S_Human,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNB@Condition:THP1@GSE128113.RNASeq.SRP188099_GRCh38,IFNA1,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
IFNG@Condition:Fibrosarcoma.HT1080@GSE128392.RNASeq.SRP188564_GRCh38,IFNG,1,NA,NA,original,TRUE,NA,NA,updated,NA,NA,NA,NA,missing_both
TGFB1@Condition:hepatic stellate cells&Duration:24h@GSE128940.RNASeq.SRP189607_GRCh38,TGFB1,1,0.4794896946492413,1,original,TRUE,3.9373995443624037,1,updated,0.4794896946492413,3.9373995443624037,3.4579098497131624,0,shared
HGF&Dose:80 ng/ml@Condition:BxPC-3 pancreatic cancer cells&Duration:1h@GSE129075.RNASeq.SRP189898_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MST1&Dose:100 ng/ml@Condition:BxPC-3 pancreatic cancer cells&Duration:1h@GSE129075.RNASeq.SRP189898_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
HGF&Dose:80 ng/ml@Condition:BxPC-3 pancreatic cancer cells&Duration:4h@GSE129075.RNASeq.SRP189898_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
MST1&Dose:100 ng/ml@Condition:BxPC-3 pancreatic cancer cells&Duration:4h@GSE129075.RNASeq.SRP189898_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:10ng/ml_Duration:16h@Condition:monocytes@GSE129210.RNASeq.SRP190161_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
VEGFA@Condition:HUVEC@GSE129275.MicroArray.GPL10558,VEGFA,1,4.1900742884536495,2,original,TRUE,4.327164987132012,2,updated,4.1900742884536495,4.327164987132012,0.13709069867836288,0,shared
IL17A&Duration:12h@Condition:Human fibroblasts&Dose:1 ng/mL@GSE129484.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL17A&Duration:18h@Condition:Human fibroblasts&Dose:1 ng/mL@GSE129484.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL17A&Duration:1h@Condition:Human fibroblasts&Dose:1 ng/mL@GSE129484.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL17A&Duration:24h@Condition:Human fibroblasts&Dose:1 ng/mL@GSE129484.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL17A&Duration:2h@Condition:Human fibroblasts&Dose:1 ng/mL@GSE129484.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL17A&Duration:4h@Condition:Human fibroblasts&Dose:1 ng/mL@GSE129484.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL17A&Duration:8h@Condition:Human fibroblasts&Dose:1 ng/mL@GSE129484.MicroArray.HuGene-1_0-st-v1,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IFNA@Condition:Huh7@GSE13046.MicroArray.HG-U133A_2,IFNA1,1,9.85155665883976,1,original,TRUE,NA,NA,updated,9.85155665883976,NA,NA,NA,original_only
OSM@Condition:Huh7@GSE13046.MicroArray.HG-U133A_2,OSM,1,-4.11538619498309,2,original,TRUE,5.244779393598532,3,updated,-4.11538619498309,5.244779393598532,9.360165588581623,1,shared
TGFB1@Condition:Human pulmonary artery smooth muscle cells@GSE131998.RNASeq.SRP199934_GRCh38,TGFB1,1,1.9840066652121824,1,original,TRUE,1.561057816522584,1,updated,1.9840066652121824,1.561057816522584,-0.4229488486895985,0,shared
IFNG&Dose:100ng/ml_Duration:20h@Condition:THP1@GSE132408.RNASeq.SRP200817_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
IL1B&Dose:30 ng/mL@Condition:HeLa&Duration:1h@GSE132704.RNASeq.SRP201365_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:1 ng/mL@Condition:HeLa&Duration:1h@GSE132704.RNASeq.SRP201365_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TNFA&Dose:30 ng/mL@Condition:HeLa&Duration:1h@GSE132704.RNASeq.SRP201365_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CD40L&Duration:18h@Condition:Primary B cells@GSE132835.RNASeq.SRP201603_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
CD40L&Duration:1h@Condition:Primary B cells@GSE132835.RNASeq.SRP201603_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1@Condition:Activated Macrophage@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,1,-1.310365528539961,1,original,TRUE,-0.4451744748421269,1,updated,-1.310365528539961,-0.4451744748421269,0.865191053697834,0,shared
TGFB1@Condition:CD4+ effector memory T cells@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,1,0.9395685334137998,1,original,TRUE,0.7421853970225063,1,updated,0.9395685334137998,0.7421853970225063,-0.19738313639129346,0,shared
TGFB1@Condition:endothelial cells (HUVEC)@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,1,0.6314643163487024,1,original,TRUE,-0.4104818390135122,1,updated,0.6314643163487024,-0.4104818390135122,-1.0419461553622145,0,shared
TGFB1@Condition:smooth muscle cells (HASMC)@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,1,-0.3952027861958764,1,original,TRUE,-1.879496784767631,1,updated,-0.3952027861958764,-1.879496784767631,-1.4842939985717545,0,shared
IL1B@Condition:hTERT-HMA/B Human Myometrial Cell Line@GSE134896.RNASeq.SRP216421_GRCh38,IL1B,1,1.9480434818887962,3,original,TRUE,1.3038763715099093,3,updated,1.9480434818887962,1.3038763715099093,-0.6441671103788869,0,shared
TGFB1&Duration:24h@Condition:Lung_fibroblast_IPF@GSE135065.MicroArray.PrimeView,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:5d@Condition:Lung_fibroblast_IPF@GSE135065.MicroArray.PrimeView,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:24h@Condition:Lung_fibroblast_normal@GSE135065.MicroArray.PrimeView,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1&Duration:5d@Condition:Lung_fibroblast_normal@GSE135065.MicroArray.PrimeView,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
TGFB1@Condition:A549 cells@GSE135402.RNASeq.SRP217502_GRCh38,TGFB1,1,0.5180552643734132,1,original,TRUE,1.975916076061317,1,updated,0.5180552643734132,1.975916076061317,1.4578608116879037,0,shared
IFNG&Duration:24h@Condition:HCT116@GSE135458.RNASeq.SRP217546_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
HGF&Dose:50 ng/ml@Condition:HNSCC cell line Detroit 562&Duration:48h@GSE135552.RNASeq.SRP217801_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
HGF&Dose:50 ng/ml@Condition:HNSCC cell line FaDu&Duration:48h@GSE135552.RNASeq.SRP217801_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
HGF&Dose:50 ng/ml@Condition:HNSCC cell line SCC-9&Duration:48h@GSE135552.RNASeq.SRP217801_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
GDF11&Dose:200 nM@Condition:HepG2&Duration:24h@GSE135796.RNASeq.SRP218257_GRCh38,NA,1,NA,NA,original,FALSE,NA,NA,updated,NA,NA,NA,NA,not_in_figure_2a_mapping
BMP6@Condition:mesenchymal stem cells&Duration:8h@GSE13604.MicroArray.HG-U133_Plus_2,BMP6,1,7.011347678478742,1,original,TRUE,10.46383138676363,2,updated,7.011347678478742,10.46383138676363,3.4524837082848876,1,shared
TNFA@Condition:293&Duration:24h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,1,-0.6890917237759775,1,original,TRUE,-0.684671631251479,1,updated,-0.6890917237759775,-0.684671631251479,0.004420092524498487,0,shared
TNFA@Condition:293&Duration:4h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,1,0.31923148394336814,1,original,TRUE,0.3316636665408292,1,updated,0.31923148394336814,0.3316636665408292,0.012432182597461039,0,shared
TNFA@Condition:A549&Duration:24h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,1,-1.6261426245106985,1,original,TRUE,-1.6157442819551255,1,updated,-1.6261426245106985,-1.6157442819551255,0.010398342555572926,0,shared
TNFA@Condition:A549&Duration:4h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,1,-0.5944135196070002,1,original,TRUE,-0.6072140848334088,1,updated,-0.5944135196070002,-0.6072140848334088,-0.0128005652264086,0,shared
TNFA@Condition:HT29&Duration:24h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,1,1.1705284855248195,1,original,TRUE,1.1539990918005096,1,updated,1.1705284855248195,1.1539990918005096,-0.016529393724309838,0,shared
TNFA@Condition:HT29&Duration:4h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,1,-0.39412320898719716,1,original,TRUE,-0.4013582815323692,1,updated,-0.39412320898719716,-0.4013582815323692,-0.007235072545172028,0,shared
